instruction,intent,category,tags,response
my credit card did not work help me to notify of payment problems,report_payment_issue,PAYMENT,BCELQ,"If you are encountering difficulties with your credit card payment, please proceed with the following steps to notify us of the issue:

1. Navigate to our support page at {{WEBSITE_URL}}.
2. Access the {{PAYMENT_SECTION}} section.
3. Choose {{PAYMENT_ISSUE_OPTION}} to address payment problems.
4. Complete the form with required information, including payment method details and any error codes seen.
5. Submit the form so our team can investigate.

Our support team will contact you promptly to resolve your payment issue."
"my transaction was declined, I need assistance notifying of a payment problem",report_payment_issue,PAYMENT,BCL,"If you are encountering difficulties with your payment, please adhere to the instructions below to notify us of the issue: 

1. Navigate to our customer service page at {{WEBSITE_URL}}. 
2. Access the {{PAYMENT_SECTION}} area. 
3. Choose the {{PAYMENT_ISSUE_OPTION}} option to report your payment concerns. 
4. Provide the required information on the form, including your payment method and any relevant error messages. 
5. Submit the completed form for our team's consideration. 

Our support team will respond promptly to ensure the issue is addressed."
my credit card was declined i have to report payment problems,report_payment_issue,PAYMENT,BCLQ,"For assistance with a declined credit card or other payment problems, please follow the steps outlined below:

1. Navigate to our support center via {{WEBSITE_URL}}.
2. Head to the {{PAYMENT_SECTION}} section.
3. Choose the {{PAYMENT_ISSUE_OPTION}} option to address payment-related issues.
4. Provide all required information in the form, including your payment method and any specific error messages received.
5. Submit the completed form for examination by our support team.

Our team will contact you promptly to help resolve the issue."
i didnt get a payment validation i got to notify of a fucking payment problem,report_payment_issue,PAYMENT,BCLQW,"If you are encountering validation issues with your payment, please undertake the following steps to report the issue:

1. Access our support page via {{WEBSITE_URL}}.
2. Navigate to the {{PAYMENT_SECTION}} area.
3. Choose the {{PAYMENT_ISSUE_OPTION}} to lodge a payment issue report.
4. Complete the form, ensuring to include details such as the payment method and any received error messages.
5. Submit the form for our team to evaluate.

Our support team will respond promptly to assist in resolving the issue."
"I'd a fucking problem making a payment wity my card, can you help me to notify of it?",report_payment_issue,PAYMENT,BCILWZ,"To address any issues encountered during a payment process, please adhere to the following steps to submit a report:

1. Navigate to our customer support page at {{WEBSITE_URL}}.
2. Locate the {{PAYMENT_SECTION}} area.
3. Choose the {{PAYMENT_ISSUE_OPTION}} to report any payment troubles.
4. Complete the provided form with all relevant information, including the payment method used and any error codes or messages displayed.
5. Send in the form for our team to investigate.

Our dedicated support team will respond promptly to assist in resolving the issue."
"I can't make transfers, how do I report a payment issue?",report_payment_issue,PAYMENT,BCIL,"For assistance with payment issues, please follow these steps to report the issue effectively:

1. Navigate to our help portal at {{WEBSITE_URL}}.
2. Head over to the {{PAYMENT_SECTION}} section.
3. Choose the {{PAYMENT_ISSUE_OPTION}} option to report the issue.
4. Complete the form with the required information, including the payment method used and any error notifications.
5. Submit the form for our team to investigate.

Our support team will respond promptly to assist in resolving the issue."
"I had a fucknig problem checking out with my debit card, how can I notify of it?",report_payment_issue,PAYMENT,BCILWZ,"To address any difficulties encountered during a payment process, please adhere to the steps outlined below to report the issue: 

1. Navigate to our support portal at {{WEBSITE_URL}}. 
2. Locate the {{PAYMENT_SECTION}} section. 
3. Choose the {{PAYMENT_ISSUE_OPTION}} option for reporting payment-related problems. 
4. Complete the form with relevant information, including your payment method and any error messages displayed. 
5. Submit the completed form for our team's examination.

Our support team will respond at the earliest to assist in resolving the issue."
"I didn't get a payment validation , I need help reporting a fucking payment issue",report_payment_issue,PAYMENT,BCWZ,"If you are encountering problems with validation during a payment, please follow these steps to report the issue:

1. Navigate to our customer service page at {{WEBSITE_URL}}.
2. Locate and click on the {{PAYMENT_SECTION}} tab.
3. Choose the option for {{PAYMENT_ISSUE_OPTION}} to address payment concerns.
4. Provide detailed information on the form, including your payment method and any error messages you have seen.
5. Submit the completed form for our team's consideration.

Our support team will review your submission and contact you promptly to resolve the matter."
i did not get a payment confirmation report fucking payment problems,report_payment_issue,PAYMENT,BCELQW,"If you are experiencing difficulties in processing your payment, please take the following steps to report the issue:

1. Navigate to our support portal at {{WEBSITE_URL}}.
2. Access the {{PAYMENT_SECTION}} section.
3. Choose the option {{PAYMENT_ISSUE_OPTION}} for reporting payment-related problems.
4. Complete the provided form with the required information, such as payment method details and any error codes encountered.
5. Submit the form so our team can investigate the issue.

Our support team will respond promptly to assist in resolving the payment issue."
"I got to solve payment issues, where could I do it?",report_payment_issue,PAYMENT,BCIP,"To address a payment issue, please follow these steps:

1. Navigate to our support portal at {{WEBSITE_URL}}.
2. Locate the {{PAYMENT_SECTION}} section.
3. Choose {{PAYMENT_ISSUE_OPTION}} to indicate your payment concern.
4. Complete the form with pertinent information, including your payment method and any error codes encountered.
5. Submit the form for evaluation by our team.

Our support team will respond promptly to assist in resolving the issue."
"my card was declined , I need assistance notifying of a payment issue",report_payment_issue,PAYMENT,BCLZ,"If you are encountering difficulties with your payment, please take the following steps to report the issue:

1. Head to our support portal at {{WEBSITE_URL}}.
2. Navigate to the {{PAYMENT_SECTION}} area.
3. Choose the {{PAYMENT_ISSUE_OPTION}} option for reporting payment problems.
4. Complete the form with the required information, such as payment method and any error messages you have seen.
5. Submit the form so our team can investigate.

Our support team will contact you promptly to resolve your issue."
"my card was declined, where could I notify of a payment issue?",report_payment_issue,PAYMENT,BCILP,"If you are having trouble processing a payment, kindly adhere to the following steps to notify us of the issue:

1. Access our customer support portal at {{WEBSITE_URL}}.
2. Navigate to the {{PAYMENT_SECTION}} area.
3. Choose the option for {{PAYMENT_ISSUE_OPTION}} to address payment concerns.
4. Provide the required information on the form, detailing your payment method and any relevant error messages.
5. Submit the completed form so our team can investigate.

Rest assured, our support team will reach out promptly to assist you in resolving the matter."
my card did not work could ya help me report fucking payment issues,report_payment_issue,PAYMENT,BCEILPQW,"If you are encountering difficulties with a payment, please follow these instructions to report the issue:

1. Navigate to our support page at {{WEBSITE_URL}}.
2. Access the {{PAYMENT_SECTION}} section.
3. Choose {{PAYMENT_ISSUE_OPTION}} for reporting payment problems.
4. Complete the form with the required information, such as payment method and any error messages you have seen.
5. Submit the form so our team can investigate.

Our support team will contact you promptly to resolve your issue."
"the payment failed, where can I report fucking payment issues?",report_payment_issue,PAYMENT,BCIW,"If you are experiencing difficulties with your payment, please follow the steps outlined below to report the issue:

1. Navigate to our support page at {{WEBSITE_URL}}.
2. Access the {{PAYMENT_SECTION}} section.
3. Choose the option labeled {{PAYMENT_ISSUE_OPTION}} for reporting payment problems.
4. Complete the form with the required information, including your payment method and any error messages you encountered.
5. Submit the form for our team to assess.

Our support team will respond to your query at the earliest opportunity to help resolve the issue."
"I can't make a payment, how to report a payment issue?",report_payment_issue,PAYMENT,BCI,"If you are encountering difficulties with your payment, please adhere to the instructions below to notify us of the issue:

1. Navigate to our help center via {{WEBSITE_URL}}.
2. Access the {{PAYMENT_SECTION}} area.
3. Choose {{PAYMENT_ISSUE_OPTION}} to lodge a payment complaint.
4. Complete the form with all required information, including payment method details and any error codes seen.
5. Submit the form so our team can investigate.

One of our representatives will contact you promptly to address the problem."
the payment failed i need assistance reporting a payment problem,report_payment_issue,PAYMENT,BCLQ,"If you are encountering a problem while processing your payment, kindly adhere to the steps below to report the issue:

1. Navigate to our help page at {{WEBSITE_URL}}.
2. Access the {{PAYMENT_SECTION}} category.
3. Choose {{PAYMENT_ISSUE_OPTION}} to report the payment problem.
4. Complete the form with the required information, such as your payment method and any error notifications received.
5. Submit the form for our team to investigate.

Our customer support team will respond at the earliest possible opportunity to address the issue."
i had a problem making a transfer with my card i need help to report it,report_payment_issue,PAYMENT,BCLQ,"If you are encountering difficulties making a payment, please follow these steps to submit a report:

1. Navigate to our customer service page at {{WEBSITE_URL}}.
2. Locate and click on the {{PAYMENT_SECTION}} tab.
3. Choose the option for {{PAYMENT_ISSUE_OPTION}} to address payment concerns.
4. Provide the required information on the form, detailing your payment method and any relevant error messages.
5. Send the completed form to our team for evaluation.

Our support team will respond promptly to help resolve your issue."
"I'd a problem making a transfer with my card , I need assistance to notify of it",report_payment_issue,PAYMENT,BCLZ,"If you are having troubles completing a payment, please take the following steps to report the issue:

1. Access our customer support page at {{WEBSITE_URL}}.
2. Navigate to the {{PAYMENT_SECTION}} area.
3. Choose the option for {{PAYMENT_ISSUE_OPTION}} to address payment concerns.
4. Provide the required information on the form, including your payment method and any relevant error messages.
5. Submit the form for our team to investigate.

Our support team will respond promptly to help resolve your payment issue."
"I did not get a payment validation, I want assistance to notify of a payment problem",report_payment_issue,PAYMENT,BCEL,"If you did not receive a payment validation and wish to report this issue, please adhere to the instructions outlined below:

1. Navigate to our support page at {{WEBSITE_URL}}.
2. Locate and click on the {{PAYMENT_SECTION}} section.
3. Select the {{PAYMENT_ISSUE_OPTION}} option to report your payment-related issue.
4. Complete the form with all required details, such as your payment method and any error messages encountered.
5. Once filled, submit the form for our team to assess.

Our support team will promptly review your submission and assist in rectifying the problem."
"the payment failed, but I was charged anyway, can you help me to report payment probelms?",report_payment_issue,PAYMENT,BCILZ,"If you are encountering difficulties with your payment process, please take the following steps to report the issue:

1. Navigate to our assistance page at {{WEBSITE_URL}}.
2. Access the {{PAYMENT_SECTION}} area.
3. Select {{PAYMENT_ISSUE_OPTION}} to notify us of payment problems.
4. Complete the form with the required information, including your payment method and any error codes or messages.
5. Send in the form for our team's assessment.

Our support team will contact you promptly to address and resolve the issue."
i had an problem paying with my credit card i need assistance reporting it,report_payment_issue,PAYMENT,BCQZ,"To address any difficulties encountered during the payment process, please follow these instructions to report the issue:

1. Navigate to our support page at {{WEBSITE_URL}}.
2. Access the {{PAYMENT_SECTION}} section.
3. Choose {{PAYMENT_ISSUE_OPTION}} for reporting specific payment problems.
4. Complete the form by providing all required information, including payment method details and any error codes seen.
5. Submit the form so our team can investigate.

Our support team is committed to responding promptly to resolve your concerns."
the payment didnt go through where could i notify of a fucking payment problem,report_payment_issue,PAYMENT,BCILPQW,"If you are having trouble processing a payment, please use these steps to notify us of the issue:

1. Navigate to our assistance page at {{WEBSITE_URL}}.
2. Locate and click on the {{PAYMENT_SECTION}} tab.
3. Choose the option for {{PAYMENT_ISSUE_OPTION}} to address payment concerns.
4. Provide detailed information on the form, including your payment method and any error messages you have encountered.
5. Submit the completed form for our team's consideration.

Our support team will review your submission and contact you promptly to rectify the situation."
"my debit card didn't work, how could I notify of a fucking payment problem ?",report_payment_issue,PAYMENT,BCILPWZ,"If you are having troubles completing a payment, please take the following steps to report the issue:

1. Access our customer support page at {{WEBSITE_URL}}.
2. Navigate to the {{PAYMENT_SECTION}} area.
3. Choose the option for {{PAYMENT_ISSUE_OPTION}} to address payment concerns.
4. Provide detailed information on the form, including your payment method and any error messages you have encountered.
5. Submit the completed form for our team's consideration.

Our support team will review your submission and contact you promptly to assist you in resolving the issue."
i cant make payments i need to report payment isues,report_payment_issue,PAYMENT,BCQZ,"If you are encountering problems while attempting to make a payment, please take the following steps to report these issues:

1. Navigate to our support page at {{WEBSITE_URL}}.
2. Access the {{PAYMENT_SECTION}} section.
3. Choose the option labeled {{PAYMENT_ISSUE_OPTION}} for reporting payment problems.
4. Complete the form with the required information, such as payment method and any error messages you have seen.
5. Submit the form so our team can investigate.

Our support team will contact you as soon as possible to help resolve the issue."
i caant pay i want assistance reporting fucking payment issues,report_payment_issue,PAYMENT,BCQWZ,"If you are experiencing difficulties with your payment, please follow the steps outlined below to report the issue:

1. Navigate to our support page at {{WEBSITE_URL}}.
2. Access the {{PAYMENT_SECTION}} section.
3. Choose the option labeled {{PAYMENT_ISSUE_OPTION}} for reporting payment problems.
4. Complete the form with the required information, including your payment method and any error messages you have encountered.
5. Submit the form so our team can review your issue.

Our support team will respond promptly to help resolve the problem."
my card did not wokr can i report fucking payment problems,report_payment_issue,PAYMENT,BCEILQWZ,"If you are encountering difficulties with your payment, please proceed with the following steps to notify us of the issue:

1. Navigate to our assistance page at {{WEBSITE_URL}}.
2. Access the {{PAYMENT_SECTION}} segment.
3. Choose {{PAYMENT_ISSUE_OPTION}} to address payment-related challenges.
4. Complete the form with the required information, including your chosen payment method and any error messages encountered.
5. Send the form for our support team to examine.

Our representatives will respond promptly to help resolve the payment issue."
"I didn't get a payment validation, I want assistance to notify of a fucking payment issue",report_payment_issue,PAYMENT,BCLW,"If you are having troubles completing a payment, please take the following steps to report the issue:

1. Access our customer support page at {{WEBSITE_URL}}.
2. Navigate to the {{PAYMENT_SECTION}} area.
3. Choose the option for {{PAYMENT_ISSUE_OPTION}} to address payment concerns.
4. Provide the required information on the form, including your payment method and any relevant error messages.
5. Submit the form for our team to investigate.

Our support team will respond promptly to help resolve your payment issue."
i didnt get a payment  validation can i notify of a payment problem,report_payment_issue,PAYMENT,BCILQZ,"If you are encountering problems with validation during a payment, please follow these steps to notify us of the issue:

1. Access our support page via {{WEBSITE_URL}}.
2. Navigate to the {{PAYMENT_SECTION}} area.
3. Choose the {{PAYMENT_ISSUE_OPTION}} to describe your payment issue.
4. Complete the form with detailed information, including your payment method and any error messages you received.
5. Submit the completed form for our review.

Our support team is committed to addressing your concerns promptly and will reach out to you shortly."
my credit card didnt work i want assistance to notify of fucking paymen issues,report_payment_issue,PAYMENT,BCLQWZ,"If you are having troubles completing a payment, please take the following steps to report the issue:

1. Access our customer support page at {{WEBSITE_URL}}.
2. Navigate to the {{PAYMENT_SECTION}} area.
3. Choose the option for {{PAYMENT_ISSUE_OPTION}} to address payment concerns.
4. Provide the required information on the form, including your payment method and any relevant error messages.
5. Submit the form for our team to investigate.

Our support team will respond promptly to help resolve your payment issue."
i did not get a paymenbt confirmation where could i notify of payment problems,report_payment_issue,PAYMENT,BCEILPQZ,"If you did not receive a payment confirmation, please take the following steps to report the payment issue:

1. Navigate to our help center at {{WEBSITE_URL}}.
2. Access the {{PAYMENT_SECTION}} area.
3. Choose the option for {{PAYMENT_ISSUE_OPTION}} to address payment concerns.
4. Provide the required information on the form, including your payment method and any relevant error messages.
5. Submit the form for our team to investigate.

Our support team will respond promptly to assist you in resolving the issue."
"I can't make transfers, help me reporting fucking payment isues",report_payment_issue,PAYMENT,BCLWZ,"If you are experiencing difficulties when attempting to process a payment, kindly adhere to the following steps to report the issue:

1. Navigate to our assistance page at {{WEBSITE_URL}}.
2. Locate and access the {{PAYMENT_SECTION}} area.
3. Choose the {{PAYMENT_ISSUE_OPTION}} option to address payment concerns.
4. Complete the form, providing requisite details such as your payment method and any error notifications encountered.
5. Submit the completed form for evaluation by our team.

Our support team will respond promptly to assist in resolving the issue."
i cant make payments i need help to report payment prbolems,report_payment_issue,PAYMENT,BCLQZ,"If you are experiencing difficulties when attempting to make a payment, kindly adhere to the following steps to report the issue:

1. Navigate to our support page via {{WEBSITE_URL}}.
2. Locate and access the {{PAYMENT_SECTION}} section.
3. Choose the {{PAYMENT_ISSUE_OPTION}} option to report your payment concerns.
4. Complete the form provided, including details such as your payment method and any error messages you have encountered.
5. Submit the completed form for our team's review.

Rest assured, our support team will reach out to you promptly to address and resolve the issue."
"the payment failed, I want help reporting payment  issues",report_payment_issue,PAYMENT,BCZ,"If you are experiencing difficulties with your payment, please follow these steps to report the issue:

1. Navigate to our customer service page at {{WEBSITE_URL}}.
2. Head over to the {{PAYMENT_SECTION}} section.
3. Choose the {{PAYMENT_ISSUE_OPTION}} option to report the payment problem.
4. Complete the form with all required information, such as your payment method and any error notifications you received.
5. Submit the completed form for examination by our team.

Our support team will contact you promptly to address and resolve the issue."
my card didnt work help me notify of a payment prfoblem,report_payment_issue,PAYMENT,BCLQZ,"If you are encountering difficulties with a payment, please follow these instructions to report the issue:

1. Navigate to our support page at {{WEBSITE_URL}}.
2. Access the {{PAYMENT_SECTION}} section.
3. Choose {{PAYMENT_ISSUE_OPTION}} for reporting payment problems.
4. Complete the form with the required information, including your payment method and any error messages you have seen.
5. Submit the form so our team can investigate.

Our support team will contact you promptly to resolve your issue."
i cant make a transfer i need help notifying of a fucking payment issue,report_payment_issue,PAYMENT,BCLQW,"If you are encountering difficulties with a payment transfer, kindly adhere to the following steps to notify us of the issue:

1. Access our customer support page at {{WEBSITE_URL}}.
2. Navigate to the {{PAYMENT_SECTION}} area.
3. Choose the option for {{PAYMENT_ISSUE_OPTION}} to address payment concerns.
4. Provide the required information on the form, including your payment method and any relevant error messages.
5. Submit the completed form so our team can investigate the problem.

Our support team will respond promptly to assist in resolving your payment issue."
"my credit card was declined, help me to notify of fuckihg payment problems",report_payment_issue,PAYMENT,BCLWZ,"If you are having troubles with a declined payment, please go through the following steps to address the payment issue:

1. Head over to our support portal at {{WEBSITE_URL}}.
2. Navigate to the {{PAYMENT_SECTION}} area.
3. Choose the {{PAYMENT_ISSUE_OPTION}} option to report your payment problem.
4. Complete the form with all necessary information, including your payment method and any error codes or messages.
5. Send in the form for our team's assessment.

Our support team will contact you promptly to rectify the issue."
"I'd a problem paying, help me notifying of it",report_payment_issue,PAYMENT,BCL,"If you are experiencing difficulties with your payment, please follow the steps below to report the issue:

1. Navigate to our help center at {{WEBSITE_URL}}.
2. Access the {{PAYMENT_SECTION}} section.
3. Choose {{PAYMENT_ISSUE_OPTION}} to report payment troubles.
4. Complete the form with all required information, including the payment method used and any error messages received.
5. Submit the form for review by our team.

Our support team will respond promptly to assist in resolving the issue."
where can i solve payment issues,report_payment_issue,PAYMENT,BIQ,"If you are having difficulties processing a payment, please take the following steps to notify us of the issue: 

1. Navigate to our help center by visiting {{WEBSITE_URL}}. 
2. Locate the {{PAYMENT_SECTION}} section on the page. 
3. Choose the {{PAYMENT_ISSUE_OPTION}} to report your payment problem. 
4. Provide the necessary details on the form, including your payment method and any error messages you encountered. 
5. Submit the completed form for our review. 

Our support team will reach out to you shortly to assist in resolving the problem."
"I can't pay,  notify of a payment issue",report_payment_issue,PAYMENT,BCLZ,"If you are experiencing difficulties with processing a payment, please proceed with the following steps to report the issue:

1. Navigate to our help page at {{WEBSITE_URL}}.
2. Access the {{PAYMENT_SECTION}} directory.
3. Choose the {{PAYMENT_ISSUE_OPTION}} to notify us of the payment issue.
4. Complete the form with the required information, including the payment method used and any error notifications encountered.
5. Submit the form for our support team to assess.

Our customer support team will respond promptly to address and resolve your issue."
"I cannot make payments, help me reporting payment problems",report_payment_issue,PAYMENT,BCEL,"For assistance with payment issues, please follow these steps to report the issue effectively:

1. Navigate to our help portal at {{WEBSITE_URL}}.
2. Head over to the {{PAYMENT_SECTION}} section.
3. Choose the {{PAYMENT_ISSUE_OPTION}} option to report the payment problem.
4. Complete the form with all required information, such as your payment method and any error notifications you received.
5. Submit the completed form for examination by our support team.

Our support representatives will respond promptly to help resolve your payment issue."
i cant make tranfers i need to notify of a payment problem,report_payment_issue,PAYMENT,BCLQZ,"If you are having difficulty processing a payment, please adhere to the procedures outlined below to notify us of the issue:

1. Navigate to our assistance page at {{WEBSITE_URL}}.
2. Access the {{PAYMENT_SECTION}} segment.
3. Choose {{PAYMENT_ISSUE_OPTION}} to address payment complications.
4. Complete the form with required information, including payment method details and any error codes encountered.
5. Submit the form so our team can assess the issue.

Our support team will respond promptly to help resolve the matter."
"I had a problem checking out with my credit card, I need help to report it",report_payment_issue,PAYMENT,BCL,"If you are experiencing issues making a payment, please follow these steps to report the problem:

1. Go to our support portal at {{WEBSITE_URL}}.
2. Navigate to the {{PAYMENT_SECTION}} section.
3. Click on the {{PAYMENT_ISSUE_OPTION}} to lodge a complaint regarding payment issues.
4. Complete the form with the required details, including your payment method and any error messages you have encountered.
5. Submit the form so our team can investigate the issue.

Our support team will respond to you promptly to resolve the issue."
"my crdit card did not work, can you help me reporting a fucking payment issue?",report_payment_issue,PAYMENT,BCEIWZ,"If you are encountering problems while processing your payment, please use the following steps to report the payment issue:

1. Navigate to our support page at {{WEBSITE_URL}}.
2. Locate and click on the {{PAYMENT_SECTION}} section.
3. Select the option {{PAYMENT_ISSUE_OPTION}} to report your payment-related problem.
4. Complete the form with all required details, such as your payment method and any error messages that appeared.
5. Submit the form for our team to investigate.

Our support team will respond promptly to assist in resolving the matter."
i didnt get an payment confirmation can ya help me to notify of payment issues,report_payment_issue,PAYMENT,BCILQZ,"If you did not receive a payment confirmation, please undertake the following steps to report the issue:

1. Access our assistance page via {{WEBSITE_URL}}.
2. Navigate to the section labeled {{PAYMENT_SECTION}}.
3. Choose the option labeled {{PAYMENT_ISSUE_OPTION}} to log a payment-related problem.
4. Complete the provided form, ensuring to include details such as your payment method and any error messages encountered.
5. Submit the form for evaluation by our support team.

Our team will respond promptly to assist in resolving your issue."
the payment didnt go through could ya help me reporting fucking paymentissues,report_payment_issue,PAYMENT,BCIPQWZ,"If you are having trouble processing a payment, kindly follow these steps to notify us of the issue:

1. Navigate to our assistance page at {{WEBSITE_URL}}.
2. Locate and access the {{PAYMENT_SECTION}} area.
3. Choose the {{PAYMENT_ISSUE_OPTION}} option to address payment concerns.
4. Complete the form, providing the required details, including your payment method and any received error notifications.
5. Submit the form for our review.

Our team is committed to reviewing your submission promptly to resolve your payment issue."
"I got to solve payment probpems, can I get some help?",report_payment_issue,PAYMENT,BCILZ,"If you are encountering difficulties with your payment, please proceed with the following steps to notify us of the issue:

1. Navigate to our assistance page at {{WEBSITE_URL}}.
2. Locate and access the {{PAYMENT_SECTION}} area.
3. Choose the {{PAYMENT_ISSUE_OPTION}} option to address payment concerns.
4. Complete the form, providing the required details, including your payment method and any received error notifications.
5. Submit the form for our team to evaluate.

Our support team will respond promptly to assist in resolving the issue."
"my debit card did not work , can you help me reporting fucking payment problems?",report_payment_issue,PAYMENT,BCEILWZ,"If you are having troubles completing a payment, please take the following steps to report the issue:

1. Access our customer support page at {{WEBSITE_URL}}.
2. Navigate to the {{PAYMENT_SECTION}} area.
3. Choose the option for {{PAYMENT_ISSUE_OPTION}} to address payment concerns.
4. Provide detailed information on the form, including your payment method and any received error codes.
5. Submit the form for our support team to investigate.

Our support team will respond promptly to assist you in resolving the payment issue."
"I had a problem checking out with my debit card, I want to notify of it",report_payment_issue,PAYMENT,BCL,"If you are experiencing issues while processing a payment, please undertake the following steps to report the issue:

1. Access our support page via {{WEBSITE_URL}}.
2. Navigate to the {{PAYMENT_SECTION}} area.
3. Choose the {{PAYMENT_ISSUE_OPTION}} to indicate payment problems.
4. Complete the form by providing the required details, including your payment method and any error codes received.
5. Submit the form for our team’s evaluation.

Our support team will respond promptly to help resolve the issue."
"I cannot make payments, where to notify of a payment issue?",report_payment_issue,PAYMENT,BCEIL,"If you are encountering difficulties with payments, please take the following steps to report the issue:

1. Head to our customer support page at {{WEBSITE_URL}}.
2. Navigate to the {{PAYMENT_SECTION}} section.
3. Choose the {{PAYMENT_ISSUE_OPTION}} option to report a payment issue.
4. Complete the form with all required information, including payment method details and any error codes seen.
5. Submit the form so our team can investigate.

One of our support team members will reach out promptly to help resolve the issue."
my card didnt work i need assistanmce reporting payment issues,report_payment_issue,PAYMENT,BCLQZ,"If you are experiencing difficulties with your payment, please adhere to the steps outlined below to report the issue:

1. Navigate to our support page at {{WEBSITE_URL}}.
2. Access the {{PAYMENT_SECTION}} section.
3. Choose the option {{PAYMENT_ISSUE_OPTION}} to address your specific payment problem.
4. Complete the form by providing all required information, including the payment method and any error codes or messages encountered.
5. Submit the form for evaluation by our team.

Our support team will respond promptly to assist in resolving the payment issue."
"I cannot pay, would it be possible to report payment issues?",report_payment_issue,PAYMENT,BCEIP,"If you are encountering difficulties with your payment, please adhere to the instructions below to report this issue:

1. Access our support portal at {{WEBSITE_URL}}.
2. Navigate to the {{PAYMENT_SECTION}} section.
3. Choose the {{PAYMENT_ISSUE_OPTION}} option to report a payment issue.
4. Complete the form with all required information, including the payment method and any error codes seen.
5. Submit the form so our team can investigate.

Our support team will contact you promptly to resolve your issue."
i didnt get a paymenr confirmation i want help to notify of a payment problem,report_payment_issue,PAYMENT,BCLQZ,"If you are encountering difficulties with your payment confirmation, please take the following steps to report it: 

1. Navigate to our support page at {{WEBSITE_URL}}. 
2. Find the {{PAYMENT_SECTION}} section. 
3. Choose the {{PAYMENT_ISSUE_OPTION}} option to report your payment problem. 
4. Complete the form with the required information, including your payment method and any error messages you encountered. 
5. Once done, submit the form for our team to investigate. 

Our support team will respond to you promptly to resolve the issue."
"my credit card was declined, I have ot notify of a payment issue",report_payment_issue,PAYMENT,BCLZ,"If you are having trouble processing a payment, kindly adhere to the following steps to notify us of the issue:

1. Access our customer support portal at {{WEBSITE_URL}}.
2. Navigate to the {{PAYMENT_SECTION}} area.
3. Choose the option for {{PAYMENT_ISSUE_OPTION}} to address payment concerns.
4. Provide the required information on the form, detailing your payment method and any relevant error messages.
5. Submit the completed form so our team can investigate.

Rest assured, our support team will reach out promptly to assist you in resolving the matter."
"I can't make payments, I would like to notify of payment problems",report_payment_issue,PAYMENT,BCLP,"If you encounter any difficulties while processing your payment, kindly adhere to the instructions below to report the issue:

1. Access our support portal at {{WEBSITE_URL}}.
2. Navigate to the {{PAYMENT_SECTION}} section.
3. Choose the {{PAYMENT_ISSUE_OPTION}} option to report a payment issue.
4. Complete the form with all required information, including the payment method and any error codes seen.
5. Submit the form so our team can investigate.

Our support team will contact you promptly to resolve your issue."
the payment failed but i was charged anyway how could i report a fucking payment issue,report_payment_issue,PAYMENT,BCIPQW,"If you are encountering problems while processing your payment, please use the following steps to report the payment issue:

1. Navigate to our support page at {{WEBSITE_URL}}.
2. Locate and click on the {{PAYMENT_SECTION}} section.
3. Select the option {{PAYMENT_ISSUE_OPTION}} to report your payment-related problem.
4. Complete the form with all required details, such as your payment method and any error messages that appeared.
5. Submit the form for our team to investigate.

Our support team will respond promptly to assist in resolving the matter."
"my card did not work, I got to notify of a payment problem",report_payment_issue,PAYMENT,BCEL,"If you are having trouble processing a payment, kindly adhere to the following steps to notify us of the issue:

1. Access our customer support portal at {{WEBSITE_URL}}.
2. Navigate to the {{PAYMENT_SECTION}} area.
3. Choose the option for {{PAYMENT_ISSUE_OPTION}} to address payment concerns.
4. Provide the required information on the form, detailing your payment method and any relevant error messages.
5. Submit the completed form so our team can investigate the problem.

Our support team will respond promptly to assist in resolving your payment issue."
id a fucking problem paying with my credit card would it be possible to notify of it,report_payment_issue,PAYMENT,BCILPQW,"If you are encountering difficulties while processing a payment, please adhere to the steps outlined below to report the issue:

1. Navigate to our assistance page at {{WEBSITE_URL}}.
2. Access the {{PAYMENT_SECTION}} area.
3. Select {{PAYMENT_ISSUE_OPTION}} to notify us of payment issues.
4. Complete the form with the required information, including the payment method and any error codes received.
5. Submit the form for evaluation by our team.

Our support team will respond promptly to assist in resolving the issue."
"I did not get a payment vaildation, could I notify of a payment problem?",report_payment_issue,PAYMENT,BCEILPZ,"If you are encountering trouble validating your payment, please take the following steps to report the issue:

1. Navigate to our assistance page at {{WEBSITE_URL}}.
2. Access the {{PAYMENT_SECTION}} area.
3. Select {{PAYMENT_ISSUE_OPTION}} to notify us of payment validation problems.
4. Complete the form with the required information, including payment method and any error codes seen.
5. Submit the form for our review.

Our support team will respond as soon as possible to help rectify the issue."
"I had an fucking problem checking out with my credit card, how can I notify of it?",report_payment_issue,PAYMENT,BCILWZ,"If you are experiencing difficulties processing a payment, please adhere to the instructions outlined below to report the issue:

1. Access our assistance page at {{WEBSITE_URL}}.
2. Navigate to the {{PAYMENT_SECTION}} section.
3. Choose {{PAYMENT_ISSUE_OPTION}} to report any payment-related concerns.
4. Complete the form with the required information, including payment method and any error messages encountered.
5. Submit the form for evaluation by our team.

Our support team will respond promptly to assist in resolving the issue."
"my card did not work, how do I notify of a payment problem?",report_payment_issue,PAYMENT,BCEIL,"If you are having trouble processing a payment, kindly adhere to the following steps to notify us of the issue:

1. Access our customer support portal at {{WEBSITE_URL}}.
2. Navigate to the {{PAYMENT_SECTION}} area.
3. Choose the option for {{PAYMENT_ISSUE_OPTION}} to address payment concerns.
4. Provide the required information on the form, detailing your payment method and any relevant error messages.
5. Submit the completed form so our team can investigate.

Rest assured, our support team will reach out promptly to assist you in resolving the matter."
